,Text,Sentiment
10859,oh shiz minut wait first hour barrier unbeliev,0
10860,wow still screw n stuff,0
10861,check app said flight move back day explan answer number,0
10862,employe racist,0
10863,pathet custom servic bag tag barcod comput respons not yet locat,0
10864,hope take hour get home take flight cancel flightl staff plane,0
10865,aa go fix utterli embarrass custom servic even answer dang phone,0
10866,not yet next termin custom servic area,0
10867,get better passeng rebook direct airlin whereisthelov whybeaaff,0
10868,need speak real person flight cancel flightl explan hold hour,0
10869,let serious unhappycustom,0
10870,ever think prepar bring peopl anyon busi sens aa,0
10871,wait hour talk someon chang flight,0
10872,due gate agent miss connect flight mexico citi not happi custom aa let correct,0
10873,point u need tell passeng go jfk wait get flight mess,0
10874,not rude agent listen anyth would say clearli fit sizer,0
10875,serious not want wait hour flight prepar famili funer,0
10876,gate agent dfw gate b pathet tonight terribl commun stori chang apathet,0
10877,worri bag went san dca hour reunion organ breez,0
10878,tryin use voucher book flight last day line busi plse help flight may go,0
10879,ye thank check cramp got amp made safe fli back tomorrow pm,1
10880,worst airlin ever travel worst equival dirt,0
10881,great flight experi sfo jfk dare say consist high qualiti legaci airlin keep guy,1
10882,pretti bad dfw updat two flight behind door open breez america airlin worker,0
10883,great thank,1
10884,ye auto rebook confirm outbound depart return flight fire softwar programm,0
10885,get call call seem drop instantli altern avenu resch support,0
10886,suppos arriv destin tonight american rebook wednesday stay,0
10887,food hour flight columbu phoenix starv piss eat go go,0
10888,jal cathay pacif onlin,0
10889,miss one gate marshal us rent car amp drive hr thank,0
10890,pilot told us would releas bag well offer hotel voucher neither happen,0
10891,understand abl mani flight chose not one,0
10892,hey disappoint time travel worst experi time flight delay,0
10893,minut,0
10894,troubl get rebook,0
10895,understand feel cranki call aa bag tracker number heard bag not locat,0
10896,aa jfk la,0
10897,will hold agent help keep hang americanairsuck hiremorepoepl,0
10898,tri speak agent whole day cancel flightl flight,0
10899,need go frm tpa mci tmrw amp connect thru dfw cancel flightl u connect thru diff citi hold hr,0
10900,hint get stay connect rearrang weather relat flightd cancel flight hour w noth,0
10901,gate agent minut let us plane wtw ground crew hope readi cover delay,0
10902,even get someon phone great stori media,0
10903,jason end miss connect pleas see dfw agent assist nope taken yet still,0
10904,final made chicago hour late flight get food voucher wait per hr never good bye,0
10905,instead put burden custom right thing get gate agent,0
10906,guy dfw stuck gate half hour pull slide,0
10907,plz ky sit plane hour want leav,0
10908,weve today courtesi not allow passeng oxgen tank sit bad busi,0
10909,cancel flightl flight first prioriti ticket bump lose custom peopl furiou,0
10910,final got someon phone worri,0
10911,say go help us give number call record w hour wait time,0
10912,ok pilot look agent jump flt dfw crazi,0
10913,not tri book past need arriv still sell seat day tri travel,0
10914,get bag us said would go cincinnati even though exactli,0
10915,realli asham entir busi class cabin empti almost first class,0
10916,could get us flight minut funer start strand dalla w luggag day,0
10917,cancel flightl flight tomorrow inform today book one day custom servic,0
10918,thank note not flight cancel flightl aircraft runway work dfw today tomorrow,0
10919,knew not go leav hour wait hurri,0
10920,tri head funer cincinnati peopl even tell us could get standbi,0
10921,even give option hold say line busi plz tri late flightr,0
10922,write detail letter experi today never experienc aw cs ever,0
10923,delay noth personnel comb point say huri plane not leav,0
10924,delta rerout bag onto aa mia cur see made onto flight,0
10925,would nice agent least courteou sinc delay aa fault,0
10926,privat msg provid detail u realli need custom svc train staff,0
10927,let flt know come gate crew yet arriv let us flt dfw,0
10928,guy realli improv servic experi site personnel one worst experi,0
10929,kill hour get human help,0
10930,ticket agent servic least peopl line wait hour half phone hang peopl,0
10931,yeah rebook tomorrow morn extrem disappoint miss wed,0
10932,americanview new paint scheme look great usairway,1
10933,thank call cancel flightl flight not flight book problem tue good weather caus leav earli,0
10934,plane jfk gt sfo sit hour wait push crew accept,0
10935,wait pick come hour,0
10936,hey flight dfw stuck gate gate agent plane full peopl miss connect,0
10937,drive across dfw min half fuck way texarkana shouldhavedriven,0
10938,tell flight xna dfw cancel flightl tomorrow morn alreadi,0
10939,thank updat,1
10940,pathet servic,0
10941,oh get better appar make us wait gate psych need de ice come gate,0
10942,situat jfk even go get better wors not cancel flight flight like yesterday h delay,0
10943,ya u sit plane,0
10944,know control weather control treat custom shaft,0
10945,tri talk someon almost hr cancel flightl flight pick phone pathet amp sad,0
10946,sever hr late flight charact cheer though,0
10947,wife flight cancel flightl told call one answer book flight help us pleas,0
10948,not way happi find accept could speak human mayb would happen,0
10949,hi flight dfw cancel flightl tonight call left number call back hr pleas help,0
10950,aa land pm miami wait gate someon team help us,0
10951,bag baggag claim c c flt see plane take min,0
10952,one call centr know busi right realli need speak agent not comput,0
10953,guy fail need use voucher ticket onlin yourphonesystemsuck,0
10954,shout ground crew work cold thank amp social media team custom servic,1
10955,fortun not flight wait area impress w handl stress situat,1
10956,hold hr cancel flight flt phl dfw need assist,0
10957,thank mari reflight book problem friend cali bound thank sweet angel bless,1
10958,flight buffalo well flight cancel flightl,0
10959,cancel flightl flight buffalo weather lie us said airlin cancel flightl,0
10960,drop ball cater plane switch gate attend hour late flight realli nice,0
10961,flight vcp jfk delay cancel flight,0
10962,hat admir loung attend yyz termin gave banana toddler none avail elsewher,1
10963,drop luggag hour flight ridicul,0
10964,time bag miss flight peopl need undi next morn,0
10965,tri book us anoth airlin wish flown stuck fl til wed,1
10966,serious hate sinc accommod due inclement weather disrupt lol funni,0
10967,gotta wors w time departur rush back termin c flight strtd board,0
10968,car gng dfw pull hr ago ici road hold aa sinc hr reach arpt aa wat,0
10969,told pm bag would hous pm well not continu lie,0
10970,answer reserv line nice servic may stuck,0
10971,not agent voic activ system not work right email cancel flightlat lot problem,0
10972,flt tomorrow move need move tuesday road better flight thank,0
10973,valid circl pacif itinerari book either alway make us dest invalid last leg,0
10974,tri add tsa pre check number reserv onlin see option nosecuritylin,0
10975,poorest train employe desk even start discuss lostluggag yet,0
10976,none sampl itinerari actual book everi last leg back us say invalid,0
10977,book tuesday night degre alabama right good stay warm safe,1
10978,plot thicken plane ground crew get us gate appar weather larg number,0
10979,number not even let wait next custom rep frustrat talk human,0
10980,happen get notif departur cancel flightat tomorrow take hr talk someon,0
10981,surpris ba regist system get hope let step okay,0
10982,unfortun not true robot apolog hang get help,0
10983,thank repli function plane four hour ago way staff friendli tho,1
10984,thank send detail pretti handi dandi info lookforwardtoflywithaa,1
10985,aa ignor,0
10986,fyi twice tri call someon free thing time call pick hung,0
10987,number call let speak agent issu weather today,0
10988,usual rave servic lax nbr helper figur hang coat serv drink f,0
10989,tvida know reserv team hr callback time,0
10990,absolut terribl servic schedul minut layov not let someon plane door not close,0
10991,miss flight american airlin gave ticket well passeng ticket away not fault,0
10992,realli want get home tonight prefer pleas stop delay plane americanairlin,0
10993,profit billion throw crap peopl put american hurt brand,0
10994,never wit covert tactic airlin,0
10995,cancel flightl wife flight call servic even let us go hour,0
10996,happen put us gear jeopardi step take protect custom item,0
10997,issu not base weather thing control issu base neglig,0
10998,worst air experi ever not first plane yet,0
10999,good luck dfw even aa,1
11000,cancel flightl flight twelv hour mayb heard aa rep point,0
11001,hold hour got agent immedi txfd chang cncdld flight told would min min late flightr wait,0
11002,awesom custom servic rdu snuck wife warm cooki thx,1
11003,flight attend aa spectacular fed entir cabin food coach keep serv vile food,0
