,airline_sentiment,text
9281,negative,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now
9282,positive,@AmericanAir thanks!!
9283,positive,@AmericanAir thanks keep me updated just hope I make either of my connections to Killeen Tx
9284,negative,@AmericanAir I have been on hold w/customer service line for 68 minutes.  This after I was on phone with an agent for 35 min b/f call droped
9285,negative,@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...
9286,negative,@AmericanAir narrowly made standby...lots of snags this trip!
9287,negative,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal."
9288,positive,@AmericanAir thanks so much!
9289,positive,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same"
9290,negative,@AmericanAir I need a flight out tonight. Isn't there anything else?
9291,positive,@AmericanAir thank you for the confirmation.
9292,negative,"@AmericanAir spent $8 for the choppiest feed of ""Whiplash"" ever. #americanairlinesfail #iwantmymoneyback"
9293,negative,@AmericanAir - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help.
9294,negative,@AmericanAir “Inconvenient” is such a convenient word.
9295,negative,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag."
9296,negative,"@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful"
9297,negative,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this."
9298,negative,@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed
9299,negative,@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm
9300,positive,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.
9301,negative,"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican"
9302,negative,@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir
9303,negative,@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take
9304,negative,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them
9305,negative,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed
9306,positive,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh."
9307,negative,"@AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again."
9308,negative,@AmericanAir don't worry you won't steal my money again
9309,negative,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!
9310,negative,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa
9311,negative,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA."
9312,negative,"@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned."
9313,negative,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams
9314,negative,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-
9315,negative,"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!"
9316,positive,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN"
9317,negative,@AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?
9318,positive,"@AmericanAir great, thanks!"
9319,positive,@AmericanAir awesome. Thanks!
9320,negative,@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?
9321,negative,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings
9322,negative,"@AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice"
9323,negative,"@AmericanAir but, what I can always rely on when I fly USAir or American is that employees will be rude and unhappy."
9324,negative,@AmericanAir robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.
9325,negative,"@AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws, but United does, why is that?"
9326,negative,"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff"
9327,negative,@AmericanAir I'm not sure what happened to my USAirways status when the merger took place.
9328,negative,@AmericanAir can u help rebook passenger via Twitter/DM.  Been on hold for 1.5 hours. Thanks!
9329,positive,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.
9330,negative,@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...
9331,negative,@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.
9332,positive,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)
9333,positive,@AmericanAir These are some awesome photos. Thanks for sharing! 😁
9334,positive,"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier"
9335,negative,@AmericanAir how about some rampers at gate b40 dfw?   Waiting to be marshaled in
9336,negative,@AmericanAir You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc @Delta
9337,positive,Just got off the phone @AmericanAir customer service. Only 8 minutes to get my issue resoled. You guys are awesome.
9338,positive,@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out
9339,positive,@AmericanAir @beantownmatty Sounds like a date!
9340,negative,@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican
9341,negative,@AmericanAir another day another grievance with this airline. No customer service
9342,negative,"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, ""NO."""
9343,negative,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait
9344,positive,"“@AmericanAir: We hope you enjoy the #WinterWeather and brought your warm coat and gloves, Maria!” Yup! New beanie http://t.co/AnEqXZR4bp"
9345,negative,@AmericanAir @lpalumbo what weather sun is out
9346,negative,@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good
9347,negative,@AmericanAir any idea on what the wait time is for refunds from @USAirways? I was told a few days over the phone - but it's well past that.
9348,positive,@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.
9349,negative,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care
9350,negative,@AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir
9351,negative,@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.
9352,negative,@AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.
9353,negative,@AmericanAir you could train your flight attendants to have some manners and decency
9354,positive,@AmericanAir @dfwairport you 2 together are the best part of flying!
